frame.time_epoch,ip.src,ip.dst,udp.srcport,udp.dstport,udp.length,coap.code,coap.type,coap.mid,coap.token,coap.opt.uri_path_recon
1551283922.324739322,192.168.10.105,192.168.10.102,5683,46177,12,0,2,46615,,
1551283922.325090826,192.168.10.105,192.168.10.102,5683,38939,12,0,2,38569,,
1551283922.325323002,192.168.10.102,192.168.10.104,5683,54373,12,68,2,56935,,
1551283922.325398512,192.168.10.102,192.168.10.104,39985,5683,12,69,0,30570,,
1551283922.325995041,192.168.10.104,192.168.10.102,5683,39985,12,0,2,30570,,
1551283923.327236108,192.168.10.102,192.168.10.105,43871,5683,12,69,0,57432,,
1551283923.327785914,192.168.10.105,192.168.10.102,5683,43871,12,0,2,57432,,
1551283923.327822072,192.168.10.102,192.168.10.104,60627,5683,12,69,0,61847,,
1551283923.328288002,192.168.10.104,192.168.10.102,5683,60627,12,0,2,61847,,
1551283924.329740302,192.168.10.102,192.168.10.105,51641,5683,12,69,0,61406,,
1551283924.330066430,192.168.10.102,192.168.10.104,60307,5683,12,69,0,27213,,
1551283924.330262509,192.168.10.105,192.168.10.102,5683,51641,12,0,2,61406,,
1551283924.330593363,192.168.10.104,192.168.10.102,5683,60307,12,0,2,27213,,
1551283925.332390412,192.168.10.102,192.168.10.104,37897,5683,12,69,0,21451,,
1551283925.332419399,192.168.10.102,192.168.10.105,44510,5683,12,69,0,48294,,
1551283925.333033699,192.168.10.104,192.168.10.102,5683,37897,12,0,2,21451,,
1551283925.333033709,192.168.10.105,192.168.10.102,5683,44510,12,0,2,48294,,
1551283926.335189973,192.168.10.102,192.168.10.105,51261,5683,12,69,0,15925,,
1551283926.335217738,192.168.10.102,192.168.10.104,37689,5683,12,69,0,5051,,
1551283926.335678115,192.168.10.105,192.168.10.102,5683,51261,12,0,2,15925,,
1551283926.335720952,192.168.10.104,192.168.10.102,5683,37689,12,0,2,5051,,
1551283926.336587668,192.168.10.105,192.168.10.102,55253,5683,38,3,0,40281,,/floor_1_light
1551283926.336710646,192.168.10.102,192.168.10.105,5683,55253,12,68,2,40281,,
1551283927.337519019,192.168.10.102,192.168.10.104,47581,5683,12,69,0,43630,,
1551283927.337664334,192.168.10.102,192.168.10.105,37830,5683,12,69,0,63537,,
1551283927.337985444,192.168.10.104,192.168.10.102,5683,47581,12,0,2,43630,,
1551283927.338213360,192.168.10.105,192.168.10.102,5683,37830,12,0,2,63537,,
1551283928.340015391,192.168.10.102,192.168.10.104,42342,5683,12,69,0,63793,,
1551283928.340174727,192.168.10.102,192.168.10.105,49918,5683,12,69,0,3931,,
1551283928.340544798,192.168.10.104,192.168.10.102,5683,42342,12,0,2,63793,,
1551283928.340680435,192.168.10.105,192.168.10.102,5683,49918,12,0,2,3931,,
1551283929.342627830,192.168.10.102,192.168.10.104,45524,5683,12,69,0,19516,,
1551283929.342661634,192.168.10.102,192.168.10.105,56029,5683,12,69,0,19308,,
1551283929.343126683,192.168.10.104,192.168.10.102,5683,45524,12,0,2,19516,,
1551283929.343207370,192.168.10.105,192.168.10.102,5683,56029,12,0,2,19308,,
1551283929.343988497,192.168.10.105,192.168.10.102,33386,5683,37,3,0,13608,,/floor_1_light
1551283929.344105156,192.168.10.102,192.168.10.105,5683,33386,12,68,2,13608,,
1551283930.344849860,192.168.10.102,192.168.10.104,58544,5683,12,69,0,48287,,
1551283930.345210292,192.168.10.104,192.168.10.102,5683,58544,12,0,2,48287,,
1551283930.345562332,192.168.10.102,192.168.10.105,54318,5683,12,69,0,63910,,
1551283930.346231438,192.168.10.105,192.168.10.102,48290,5683,38,3,0,17528,,/floor_1_light
1551283931.346826255,192.168.10.102,192.168.10.105,5683,48290,12,68,2,17528,,
1551283931.347249714,192.168.10.102,192.168.10.104,56809,5683,12,69,0,19572,,
1551283931.347578590,192.168.10.102,192.168.10.105,41645,5683,12,69,0,6869,,
1551283931.347747711,192.168.10.105,192.168.10.102,5683,54318,12,0,2,63910,,
1551283931.347772466,192.168.10.104,192.168.10.102,5683,56809,12,0,2,19572,,
1551283931.348278750,192.168.10.105,192.168.10.102,5683,41645,12,0,2,6869,,
1551283931.348748721,192.168.10.104,192.168.10.102,33547,5683,29,3,0,32334,,/floor_1_temp
1551283931.348882796,192.168.10.102,192.168.10.104,5683,33547,12,68,2,32334,,
1551283932.349417309,192.168.10.102,192.168.10.104,34982,5683,12,69,0,51443,,
1551283932.349934959,192.168.10.104,192.168.10.102,5683,34982,12,0,2,51443,,
1551283932.350549494,192.168.10.102,192.168.10.105,44933,5683,12,69,0,18482,,
1551283932.350983623,192.168.10.105,192.168.10.102,5683,44933,12,0,2,18482,,
1551283933.350816973,192.168.10.102,192.168.10.104,35719,5683,12,69,0,11713,,
